models_trained,chronological_blocks,training_blocks_per_model,block_rows,train_rows_per_model,test_rows_per_model,total_oos_rows,oldest_remainder_rows_excluded,growth_mae_pp,growth_rmse_pp,growth_bias_pp,growth_median_ae_pp,growth_p90_ae_pp,growth_magnitude_mae_pp,growth_magnitude_bias_pp,price_change_mae_cny_per_gram,price_change_rmse_cny_per_gram,price_change_bias_cny_per_gram
10,19,9,143,1287,143,1430,11,0.6390209335342416,0.9081870937003188,-0.01100849283851,0.4714215720424812,1.3803066357281326,0.5169449848462854,-0.4525113999369932,3.5312040549939017,5.640466760828157,0.0205531649491573
