purpose,rows,start_date,end_date,features,epsilon,alpha,optimizer,sklearn_initial_iterations,refinement_iterations,refinement_success,refinement_message,refinement_used,initial_loss,final_loss,loss_reduction_from_sklearn_solution,zero_coefficient_loss_at_final_scale,loss_reduction_vs_zero_coefficient_pct,final_gradient_infinity_norm,final_mean_gradient_infinity_norm,standardized_intercept,raw_unit_intercept,estimated_residual_scale,outlier_rows,outlier_fraction,mse,mae,relative_mse_zero,r2,correlation,magnitude_mae,magnitude_correlation,amplitude_ratio,return_bias,growth_mae_pp,growth_rmse_pp,growth_bias_pp,growth_median_ae_pp,growth_p90_ae_pp,growth_magnitude_mae_pp,growth_magnitude_bias_pp,price_change_mae_cny_per_gram,price_change_rmse_cny_per_gram,price_change_bias_cny_per_gram
all-data coefficient estimation; not out-of-sample evaluation,2728,2015-02-02,2026-06-23,14,1.1,0.001,L-BFGS-B with analytic Huber gradient; complete objective divided by n for numerical conditioning,29,16,True,CONVERGENCE: RELATIVE REDUCTION OF F <= FACTR*EPSMCH,True,33.744836901466066,33.74483689100033,1.0465733168985025e-08,37.346529930601136,9.643983112470204,0.00013142628197634096,4.817678958077014e-08,-0.0007443297085102175,-0.005417464149804038,0.001605960009251076,2013,0.7379032258064516,8.06136843946234e-05,0.005701419543598572,0.8776767640929755,0.11561557213932883,0.34071901906944324,0.004617167850486388,0.24460375862311717,0.36032489526421935,9.03160367786067e-05,0.5700298902829363,0.9074914902912807,0.005032770636583211,0.38656602484172775,1.2426737460782515,0.46159685700176806,-0.3774538919617395,2.4803467055716446,4.2935479947539505,0.021333605420982213
