score_block,start,end,strategy,threshold_pp,sizing,risk_multiplier,observations,trades,average_target_weight,turnover_one_way_weight,initial_capital,final_capital,total_net_pnl,total_gross_pnl,total_trading_cost,total_return,annualized_return,annualized_volatility,sharpe_ratio,max_drawdown,average_net_pnl_per_trade
10,2020-06-03,2020-12-30,Vol_t0.000_r0.5,0.0,volatility,0.5,143,98,0.3833899594284496,54.8247641982683,100000.0,89142.291714434,-10857.708285566016,-5696.506127919729,5161.2021576462885,-0.1085770828556599,-0.1833503532981436,0.0916356354989239,-2.1638672457422627,-0.1290056690419981,-110.79294168944917
11,2020-12-31,2021-08-03,Vol_t0.000_r0.5,0.0,volatility,0.5,143,34,0.0907648439097701,12.979372679097136,100000.0,100087.92656443264,87.92656443263581,1390.7626886956873,1302.8361242630513,0.0008792656443263,0.0015499943217525,0.0291056707379116,0.0675813899896402,-0.0117032985134442,2.5860754244893105
12,2021-08-04,2022-03-09,Vol_t0.000_r0.5,0.0,volatility,0.5,143,44,0.0833609893255726,11.920621473556889,100000.0,99167.75934221482,-832.240657785174,351.5342802486223,1183.7749380337964,-0.0083224065778517,-0.0146195101903235,0.0223564936468074,-0.6476091888128899,-0.0190240545980544,-18.914560404208498
13,2022-03-10,2022-10-13,Vol_t0.000_r0.5,0.0,volatility,0.5,143,70,0.2147966640504064,30.71592295920812,100000.0,96195.82618360022,-3804.1738163997616,-829.7718448662426,2974.40197153352,-0.0380417381639978,-0.0660636681210264,0.0485145887019169,-1.384525236506391,-0.072390314656486,-54.34534023428231
14,2022-10-14,2023-05-16,Vol_t0.000_r0.5,0.0,volatility,0.5,143,24,0.0770137906606766,11.012972064476765,100000.0,112700.20589541605,12700.205895416031,13869.106331595773,1168.9004361797402,0.1270020589541602,0.2345357868567188,0.0594187012843551,3.576391204840537,-0.0003236862381801,529.1752456423347
15,2023-05-17,2023-12-13,Vol_t0.000_r0.5,0.0,volatility,0.5,143,25,0.061371002375445,8.776053339688637,100000.0,105393.00521512845,5393.005215128398,6284.877759966335,891.8725448379378,0.0539300521512844,0.0969827409970878,0.047092357187313,1.9889504831146525,-0.0091127695523597,215.72020860513592
16,2023-12-14,2024-07-17,Vol_t0.000_r0.5,0.0,volatility,0.5,143,52,0.1199997591683981,17.159965561080934,100000.0,111463.90223744694,11463.902237446868,13282.644112261862,1818.7418748149912,0.1146390223744693,0.2107702554139077,0.0411776756527407,4.666738085522045,-0.0069153652546464,220.45965841243984
17,2024-07-18,2025-03-04,Vol_t0.000_r0.5,0.0,volatility,0.5,143,57,0.1491681215451946,21.331041380962837,100000.0,112428.226266054,12428.226266054076,14717.331309089424,2289.1050430353453,0.1242822626605402,0.229290368274305,0.0352738860544035,5.87222248394049,-0.0017432375745758,218.03905729919435
18,2025-03-05,2025-10-17,Vol_t0.000_r0.5,0.0,volatility,0.5,143,78,0.242784709133444,34.7182134060825,100000.0,116695.32652760531,16695.32652760527,20483.55166350388,3788.225135898605,0.166953265276053,0.3126959506787494,0.0634844394652405,4.319398995750468,-0.0140590571822443,214.04264778981124
